0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
527:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 right l1 l2
528:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 left l0 l1
529:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 left l1 l2
530:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 right l0 l1
531:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 right l1 l2
532:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l0 l1
533:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l1 l2
534:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l0 l1
535:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l1 l2
536:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 left l0 l1
537:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 left l1 l2
538:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 right l0 l1
539:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 right l1 l2
540:pour-shot-to-clean-shaker shot3 ingredient3 shaker1 left l0 l1
541:pour-shot-to-clean-shaker shot3 ingredient3 shaker1 left l1 l2
542:pour-shot-to-clean-shaker shot3 ingredient3 shaker1 right l0 l1
543:pour-shot-to-clean-shaker shot3 ingredient3 shaker1 right l1 l2
544:pour-shot-to-clean-shaker shot3 ingredient4 shaker1 left l0 l1
545:pour-shot-to-clean-shaker shot3 ingredient4 shaker1 left l1 l2
546:pour-shot-to-clean-shaker shot3 ingredient4 shaker1 right l0 l1
547:pour-shot-to-clean-shaker shot3 ingredient4 shaker1 right l1 l2
548:pour-shot-to-clean-shaker shot3 ingredient5 shaker1 left l0 l1
549:pour-shot-to-clean-shaker shot3 ingredient5 shaker1 left l1 l2
550:pour-shot-to-clean-shaker shot3 ingredient5 shaker1 right l0 l1
551:pour-shot-to-clean-shaker shot3 ingredient5 shaker1 right l1 l2
552:pour-shot-to-clean-shaker shot4 ingredient1 shaker1 left l0 l1
553:pour-shot-to-clean-shaker shot4 ingredient1 shaker1 left l1 l2
554:pour-shot-to-clean-shaker shot4 ingredient1 shaker1 right l0 l1
555:pour-shot-to-clean-shaker shot4 ingredient1 shaker1 right l1 l2
556:pour-shot-to-clean-shaker shot4 ingredient2 shaker1 left l0 l1
557:pour-shot-to-clean-shaker shot4 ingredient2 shaker1 left l1 l2
558:pour-shot-to-clean-shaker shot4 ingredient2 shaker1 right l0 l1
559:pour-shot-to-clean-shaker shot4 ingredient2 shaker1 right l1 l2
560:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 left l0 l1
561:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 left l1 l2
562:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 right l0 l1
563:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 right l1 l2
564:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 left l0 l1
565:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 left l1 l2
566:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 right l0 l1
567:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 right l1 l2
568:pour-shot-to-clean-shaker shot4 ingredient5 shaker1 left l0 l1
569:pour-shot-to-clean-shaker shot4 ingredient5 shaker1 left l1 l2
570:pour-shot-to-clean-shaker shot4 ingredient5 shaker1 right l0 l1
571:pour-shot-to-clean-shaker shot4 ingredient5 shaker1 right l1 l2
572:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 left l0 l1
573:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 left l1 l2
574:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 right l0 l1
575:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 right l1 l2
576:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 left l0 l1
577:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 left l1 l2
578:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 right l0 l1
579:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 right l1 l2
580:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 left l0 l1
581:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 left l1 l2
582:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 right l0 l1
583:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 right l1 l2
584:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 left l0 l1
585:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 left l1 l2
586:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 right l0 l1
587:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 right l1 l2
588:pour-shot-to-clean-shaker shot5 ingredient5 shaker1 left l0 l1
589:pour-shot-to-clean-shaker shot5 ingredient5 shaker1 left l1 l2
590:pour-shot-to-clean-shaker shot5 ingredient5 shaker1 right l0 l1
591:pour-shot-to-clean-shaker shot5 ingredient5 shaker1 right l1 l2
592:pour-shot-to-clean-shaker shot6 ingredient1 shaker1 left l0 l1
593:pour-shot-to-clean-shaker shot6 ingredient1 shaker1 left l1 l2
594:pour-shot-to-clean-shaker shot6 ingredient1 shaker1 right l0 l1
595:pour-shot-to-clean-shaker shot6 ingredient1 shaker1 right l1 l2
596:pour-shot-to-clean-shaker shot6 ingredient2 shaker1 left l0 l1
597:pour-shot-to-clean-shaker shot6 ingredient2 shaker1 left l1 l2
598:pour-shot-to-clean-shaker shot6 ingredient2 shaker1 right l0 l1
599:pour-shot-to-clean-shaker shot6 ingredient2 shaker1 right l1 l2
600:pour-shot-to-clean-shaker shot6 ingredient3 shaker1 left l0 l1
601:pour-shot-to-clean-shaker shot6 ingredient3 shaker1 left l1 l2
602:pour-shot-to-clean-shaker shot6 ingredient3 shaker1 right l0 l1
603:pour-shot-to-clean-shaker shot6 ingredient3 shaker1 right l1 l2
604:pour-shot-to-clean-shaker shot6 ingredient4 shaker1 left l0 l1
605:pour-shot-to-clean-shaker shot6 ingredient4 shaker1 left l1 l2
606:pour-shot-to-clean-shaker shot6 ingredient4 shaker1 right l0 l1
607:pour-shot-to-clean-shaker shot6 ingredient4 shaker1 right l1 l2
608:pour-shot-to-clean-shaker shot6 ingredient5 shaker1 left l0 l1
609:pour-shot-to-clean-shaker shot6 ingredient5 shaker1 left l1 l2
610:pour-shot-to-clean-shaker shot6 ingredient5 shaker1 right l0 l1
611:pour-shot-to-clean-shaker shot6 ingredient5 shaker1 right l1 l2
612:pour-shot-to-used-shaker shot1 ingredient1 shaker1 left l0 l1
613:pour-shot-to-used-shaker shot1 ingredient1 shaker1 left l1 l2
614:pour-shot-to-used-shaker shot1 ingredient1 shaker1 right l0 l1
615:pour-shot-to-used-shaker shot1 ingredient1 shaker1 right l1 l2
616:pour-shot-to-used-shaker shot1 ingredient2 shaker1 left l0 l1
617:pour-shot-to-used-shaker shot1 ingredient2 shaker1 left l1 l2
618:pour-shot-to-used-shaker shot1 ingredient2 shaker1 right l0 l1
619:pour-shot-to-used-shaker shot1 ingredient2 shaker1 right l1 l2
620:pour-shot-to-used-shaker shot1 ingredient3 shaker1 left l0 l1
621:pour-shot-to-used-shaker shot1 ingredient3 shaker1 left l1 l2
622:pour-shot-to-used-shaker shot1 ingredient3 shaker1 right l0 l1
623:pour-shot-to-used-shaker shot1 ingredient3 shaker1 right l1 l2
624:pour-shot-to-used-shaker shot1 ingredient4 shaker1 left l0 l1
625:pour-shot-to-used-shaker shot1 ingredient4 shaker1 left l1 l2
626:pour-shot-to-used-shaker shot1 ingredient4 shaker1 right l0 l1
627:pour-shot-to-used-shaker shot1 ingredient4 shaker1 right l1 l2
628:pour-shot-to-used-shaker shot1 ingredient5 shaker1 left l0 l1
629:pour-shot-to-used-shaker shot1 ingredient5 shaker1 left l1 l2
630:pour-shot-to-used-shaker shot1 ingredient5 shaker1 right l0 l1
631:pour-shot-to-used-shaker shot1 ingredient5 shaker1 right l1 l2
632:pour-shot-to-used-shaker shot2 ingredient1 shaker1 left l0 l1
633:pour-shot-to-used-shaker shot2 ingredient1 shaker1 left l1 l2
634:pour-shot-to-used-shaker shot2 ingredient1 shaker1 right l0 l1
635:pour-shot-to-used-shaker shot2 ingredient1 shaker1 right l1 l2
636:pour-shot-to-used-shaker shot2 ingredient2 shaker1 left l0 l1
637:pour-shot-to-used-shaker shot2 ingredient2 shaker1 left l1 l2
638:pour-shot-to-used-shaker shot2 ingredient2 shaker1 right l0 l1
639:pour-shot-to-used-shaker shot2 ingredient2 shaker1 right l1 l2
640:pour-shot-to-used-shaker shot2 ingredient3 shaker1 left l0 l1
641:pour-shot-to-used-shaker shot2 ingredient3 shaker1 left l1 l2
642:pour-shot-to-used-shaker shot2 ingredient3 shaker1 right l0 l1
643:pour-shot-to-used-shaker shot2 ingredient3 shaker1 right l1 l2
644:pour-shot-to-used-shaker shot2 ingredient4 shaker1 left l0 l1
645:pour-shot-to-used-shaker shot2 ingredient4 shaker1 left l1 l2
646:pour-shot-to-used-shaker shot2 ingredient4 shaker1 right l0 l1
647:pour-shot-to-used-shaker shot2 ingredient4 shaker1 right l1 l2
648:pour-shot-to-used-shaker shot2 ingredient5 shaker1 left l0 l1
649:pour-shot-to-used-shaker shot2 ingredient5 shaker1 left l1 l2
650:pour-shot-to-used-shaker shot2 ingredient5 shaker1 right l0 l1
651:pour-shot-to-used-shaker shot2 ingredient5 shaker1 right l1 l2
652:pour-shot-to-used-shaker shot3 ingredient1 shaker1 left l0 l1
653:pour-shot-to-used-shaker shot3 ingredient1 shaker1 left l1 l2
654:pour-shot-to-used-shaker shot3 ingredient1 shaker1 right l0 l1
655:pour-shot-to-used-shaker shot3 ingredient1 shaker1 right l1 l2
656:pour-shot-to-used-shaker shot3 ingredient2 shaker1 left l0 l1
657:pour-shot-to-used-shaker shot3 ingredient2 shaker1 left l1 l2
658:pour-shot-to-used-shaker shot3 ingredient2 shaker1 right l0 l1
659:pour-shot-to-used-shaker shot3 ingredient2 shaker1 right l1 l2
660:pour-shot-to-used-shaker shot3 ingredient3 shaker1 left l0 l1
661:pour-shot-to-used-shaker shot3 ingredient3 shaker1 left l1 l2
662:pour-shot-to-used-shaker shot3 ingredient3 shaker1 right l0 l1
663:pour-shot-to-used-shaker shot3 ingredient3 shaker1 right l1 l2
664:pour-shot-to-used-shaker shot3 ingredient4 shaker1 left l0 l1
665:pour-shot-to-used-shaker shot3 ingredient4 shaker1 left l1 l2
666:pour-shot-to-used-shaker shot3 ingredient4 shaker1 right l0 l1
667:pour-shot-to-used-shaker shot3 ingredient4 shaker1 right l1 l2
668:pour-shot-to-used-shaker shot3 ingredient5 shaker1 left l0 l1
669:pour-shot-to-used-shaker shot3 ingredient5 shaker1 left l1 l2
670:pour-shot-to-used-shaker shot3 ingredient5 shaker1 right l0 l1
671:pour-shot-to-used-shaker shot3 ingredient5 shaker1 right l1 l2
672:pour-shot-to-used-shaker shot4 ingredient1 shaker1 left l0 l1
673:pour-shot-to-used-shaker shot4 ingredient1 shaker1 left l1 l2
674:pour-shot-to-used-shaker shot4 ingredient1 shaker1 right l0 l1
675:pour-shot-to-used-shaker shot4 ingredient1 shaker1 right l1 l2
676:pour-shot-to-used-shaker shot4 ingredient2 shaker1 left l0 l1
677:pour-shot-to-used-shaker shot4 ingredient2 shaker1 left l1 l2
678:pour-shot-to-used-shaker shot4 ingredient2 shaker1 right l0 l1
679:pour-shot-to-used-shaker shot4 ingredient2 shaker1 right l1 l2
680:pour-shot-to-used-shaker shot4 ingredient3 shaker1 left l0 l1
681:pour-shot-to-used-shaker shot4 ingredient3 shaker1 left l1 l2
682:pour-shot-to-used-shaker shot4 ingredient3 shaker1 right l0 l1
683:pour-shot-to-used-shaker shot4 ingredient3 shaker1 right l1 l2
684:pour-shot-to-used-shaker shot4 ingredient4 shaker1 left l0 l1
685:pour-shot-to-used-shaker shot4 ingredient4 shaker1 left l1 l2
686:pour-shot-to-used-shaker shot4 ingredient4 shaker1 right l0 l1
687:pour-shot-to-used-shaker shot4 ingredient4 shaker1 right l1 l2
688:pour-shot-to-used-shaker shot4 ingredient5 shaker1 left l0 l1
689:pour-shot-to-used-shaker shot4 ingredient5 shaker1 left l1 l2
690:pour-shot-to-used-shaker shot4 ingredient5 shaker1 right l0 l1
691:pour-shot-to-used-shaker shot4 ingredient5 shaker1 right l1 l2
692:pour-shot-to-used-shaker shot5 ingredient1 shaker1 left l0 l1
693:pour-shot-to-used-shaker shot5 ingredient1 shaker1 left l1 l2
694:pour-shot-to-used-shaker shot5 ingredient1 shaker1 right l0 l1
695:pour-shot-to-used-shaker shot5 ingredient1 shaker1 right l1 l2
696:pour-shot-to-used-shaker shot5 ingredient2 shaker1 left l0 l1
697:pour-shot-to-used-shaker shot5 ingredient2 shaker1 left l1 l2
698:pour-shot-to-used-shaker shot5 ingredient2 shaker1 right l0 l1
699:pour-shot-to-used-shaker shot5 ingredient2 shaker1 right l1 l2
700:pour-shot-to-used-shaker shot5 ingredient3 shaker1 left l0 l1
701:pour-shot-to-used-shaker shot5 ingredient3 shaker1 left l1 l2
702:pour-shot-to-used-shaker shot5 ingredient3 shaker1 right l0 l1
703:pour-shot-to-used-shaker shot5 ingredient3 shaker1 right l1 l2
704:pour-shot-to-used-shaker shot5 ingredient4 shaker1 left l0 l1
705:pour-shot-to-used-shaker shot5 ingredient4 shaker1 left l1 l2
706:pour-shot-to-used-shaker shot5 ingredient4 shaker1 right l0 l1
707:pour-shot-to-used-shaker shot5 ingredient4 shaker1 right l1 l2
708:pour-shot-to-used-shaker shot5 ingredient5 shaker1 left l0 l1
709:pour-shot-to-used-shaker shot5 ingredient5 shaker1 left l1 l2
710:pour-shot-to-used-shaker shot5 ingredient5 shaker1 right l0 l1
711:pour-shot-to-used-shaker shot5 ingredient5 shaker1 right l1 l2
712:pour-shot-to-used-shaker shot6 ingredient1 shaker1 left l0 l1
713:pour-shot-to-used-shaker shot6 ingredient1 shaker1 left l1 l2
714:pour-shot-to-used-shaker shot6 ingredient1 shaker1 right l0 l1
715:pour-shot-to-used-shaker shot6 ingredient1 shaker1 right l1 l2
716:pour-shot-to-used-shaker shot6 ingredient2 shaker1 left l0 l1
717:pour-shot-to-used-shaker shot6 ingredient2 shaker1 left l1 l2
718:pour-shot-to-used-shaker shot6 ingredient2 shaker1 right l0 l1
719:pour-shot-to-used-shaker shot6 ingredient2 shaker1 right l1 l2
720:pour-shot-to-used-shaker shot6 ingredient3 shaker1 left l0 l1
721:pour-shot-to-used-shaker shot6 ingredient3 shaker1 left l1 l2
722:pour-shot-to-used-shaker shot6 ingredient3 shaker1 right l0 l1
723:pour-shot-to-used-shaker shot6 ingredient3 shaker1 right l1 l2
724:pour-shot-to-used-shaker shot6 ingredient4 shaker1 left l0 l1
725:pour-shot-to-used-shaker shot6 ingredient4 shaker1 left l1 l2
726:pour-shot-to-used-shaker shot6 ingredient4 shaker1 right l0 l1
727:pour-shot-to-used-shaker shot6 ingredient4 shaker1 right l1 l2
728:pour-shot-to-used-shaker shot6 ingredient5 shaker1 left l0 l1
729:pour-shot-to-used-shaker shot6 ingredient5 shaker1 left l1 l2
730:pour-shot-to-used-shaker shot6 ingredient5 shaker1 right l0 l1
731:pour-shot-to-used-shaker shot6 ingredient5 shaker1 right l1 l2
732:refill-shot shot1 ingredient1 left right dispenser1
733:refill-shot shot1 ingredient1 right left dispenser1
734:refill-shot shot1 ingredient2 left right dispenser2
735:refill-shot shot1 ingredient2 right left dispenser2
736:refill-shot shot1 ingredient3 left right dispenser3
737:refill-shot shot1 ingredient3 right left dispenser3
738:refill-shot shot1 ingredient4 left right dispenser4
739:refill-shot shot1 ingredient4 right left dispenser4
740:refill-shot shot1 ingredient5 left right dispenser5
741:refill-shot shot1 ingredient5 right left dispenser5
742:refill-shot shot2 ingredient1 left right dispenser1
743:refill-shot shot2 ingredient1 right left dispenser1
744:refill-shot shot2 ingredient2 left right dispenser2
745:refill-shot shot2 ingredient2 right left dispenser2
746:refill-shot shot2 ingredient3 left right dispenser3
747:refill-shot shot2 ingredient3 right left dispenser3
748:refill-shot shot2 ingredient4 left right dispenser4
749:refill-shot shot2 ingredient4 right left dispenser4
750:refill-shot shot2 ingredient5 left right dispenser5
751:refill-shot shot2 ingredient5 right left dispenser5
752:refill-shot shot3 ingredient1 left right dispenser1
753:refill-shot shot3 ingredient1 right left dispenser1
754:refill-shot shot3 ingredient2 left right dispenser2
755:refill-shot shot3 ingredient2 right left dispenser2
756:refill-shot shot3 ingredient3 left right dispenser3
757:refill-shot shot3 ingredient3 right left dispenser3
758:refill-shot shot3 ingredient4 left right dispenser4
759:refill-shot shot3 ingredient4 right left dispenser4
760:refill-shot shot3 ingredient5 left right dispenser5
761:refill-shot shot3 ingredient5 right left dispenser5
762:refill-shot shot4 ingredient1 left right dispenser1
763:refill-shot shot4 ingredient1 right left dispenser1
764:refill-shot shot4 ingredient2 left right dispenser2
765:refill-shot shot4 ingredient2 right left dispenser2
766:refill-shot shot4 ingredient3 left right dispenser3
767:refill-shot shot4 ingredient3 right left dispenser3
768:refill-shot shot4 ingredient4 left right dispenser4
769:refill-shot shot4 ingredient4 right left dispenser4
770:refill-shot shot4 ingredient5 left right dispenser5
771:refill-shot shot4 ingredient5 right left dispenser5
772:refill-shot shot5 ingredient1 left right dispenser1
773:refill-shot shot5 ingredient1 right left dispenser1
774:refill-shot shot5 ingredient2 left right dispenser2
775:refill-shot shot5 ingredient2 right left dispenser2
776:refill-shot shot5 ingredient3 left right dispenser3
777:refill-shot shot5 ingredient3 right left dispenser3
778:refill-shot shot5 ingredient4 left right dispenser4
779:refill-shot shot5 ingredient4 right left dispenser4
780:refill-shot shot5 ingredient5 left right dispenser5
781:refill-shot shot5 ingredient5 right left dispenser5
782:refill-shot shot6 ingredient1 left right dispenser1
783:refill-shot shot6 ingredient1 right left dispenser1
784:refill-shot shot6 ingredient2 left right dispenser2
785:refill-shot shot6 ingredient2 right left dispenser2
786:refill-shot shot6 ingredient3 left right dispenser3
787:refill-shot shot6 ingredient3 right left dispenser3
788:refill-shot shot6 ingredient4 left right dispenser4
789:refill-shot shot6 ingredient4 right left dispenser4
790:refill-shot shot6 ingredient5 left right dispenser5
791:refill-shot shot6 ingredient5 right left dispenser5
792:shake cocktail1 ingredient3 ingredient1 shaker1 left right
793:shake cocktail1 ingredient3 ingredient1 shaker1 right left
794:shake cocktail2 ingredient2 ingredient5 shaker1 left right
795:shake cocktail2 ingredient2 ingredient5 shaker1 right left
796:shake cocktail3 ingredient2 ingredient1 shaker1 left right
797:shake cocktail3 ingredient2 ingredient1 shaker1 right left
