0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
514:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 right l0 l1
515:pour-shot-to-clean-shaker shot4 ingredient3 shaker1 right l1 l2
516:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 left l0 l1
517:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 left l1 l2
518:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 right l0 l1
519:pour-shot-to-clean-shaker shot4 ingredient4 shaker1 right l1 l2
520:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 left l0 l1
521:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 left l1 l2
522:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 right l0 l1
523:pour-shot-to-clean-shaker shot5 ingredient1 shaker1 right l1 l2
524:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 left l0 l1
525:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 left l1 l2
526:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 right l0 l1
527:pour-shot-to-clean-shaker shot5 ingredient2 shaker1 right l1 l2
528:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 left l0 l1
529:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 left l1 l2
530:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 right l0 l1
531:pour-shot-to-clean-shaker shot5 ingredient3 shaker1 right l1 l2
532:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 left l0 l1
533:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 left l1 l2
534:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 right l0 l1
535:pour-shot-to-clean-shaker shot5 ingredient4 shaker1 right l1 l2
536:pour-shot-to-used-shaker shot1 ingredient1 shaker1 left l0 l1
537:pour-shot-to-used-shaker shot1 ingredient1 shaker1 left l1 l2
538:pour-shot-to-used-shaker shot1 ingredient1 shaker1 right l0 l1
539:pour-shot-to-used-shaker shot1 ingredient1 shaker1 right l1 l2
540:pour-shot-to-used-shaker shot1 ingredient2 shaker1 left l0 l1
541:pour-shot-to-used-shaker shot1 ingredient2 shaker1 left l1 l2
542:pour-shot-to-used-shaker shot1 ingredient2 shaker1 right l0 l1
543:pour-shot-to-used-shaker shot1 ingredient2 shaker1 right l1 l2
544:pour-shot-to-used-shaker shot1 ingredient3 shaker1 left l0 l1
545:pour-shot-to-used-shaker shot1 ingredient3 shaker1 left l1 l2
546:pour-shot-to-used-shaker shot1 ingredient3 shaker1 right l0 l1
547:pour-shot-to-used-shaker shot1 ingredient3 shaker1 right l1 l2
548:pour-shot-to-used-shaker shot1 ingredient4 shaker1 left l0 l1
549:pour-shot-to-used-shaker shot1 ingredient4 shaker1 left l1 l2
550:pour-shot-to-used-shaker shot1 ingredient4 shaker1 right l0 l1
551:pour-shot-to-used-shaker shot1 ingredient4 shaker1 right l1 l2
552:pour-shot-to-used-shaker shot2 ingredient1 shaker1 left l0 l1
553:pour-shot-to-used-shaker shot2 ingredient1 shaker1 left l1 l2
554:pour-shot-to-used-shaker shot2 ingredient1 shaker1 right l0 l1
555:pour-shot-to-used-shaker shot2 ingredient1 shaker1 right l1 l2
556:pour-shot-to-used-shaker shot2 ingredient2 shaker1 left l0 l1
557:pour-shot-to-used-shaker shot2 ingredient2 shaker1 left l1 l2
558:pour-shot-to-used-shaker shot2 ingredient2 shaker1 right l0 l1
559:pour-shot-to-used-shaker shot2 ingredient2 shaker1 right l1 l2
560:pour-shot-to-used-shaker shot2 ingredient3 shaker1 left l0 l1
561:pour-shot-to-used-shaker shot2 ingredient3 shaker1 left l1 l2
562:pour-shot-to-used-shaker shot2 ingredient3 shaker1 right l0 l1
563:pour-shot-to-used-shaker shot2 ingredient3 shaker1 right l1 l2
564:pour-shot-to-used-shaker shot2 ingredient4 shaker1 left l0 l1
565:pour-shot-to-used-shaker shot2 ingredient4 shaker1 left l1 l2
566:pour-shot-to-used-shaker shot2 ingredient4 shaker1 right l0 l1
567:pour-shot-to-used-shaker shot2 ingredient4 shaker1 right l1 l2
568:pour-shot-to-used-shaker shot3 ingredient1 shaker1 left l0 l1
569:pour-shot-to-used-shaker shot3 ingredient1 shaker1 left l1 l2
570:pour-shot-to-used-shaker shot3 ingredient1 shaker1 right l0 l1
571:pour-shot-to-used-shaker shot3 ingredient1 shaker1 right l1 l2
572:pour-shot-to-used-shaker shot3 ingredient2 shaker1 left l0 l1
573:pour-shot-to-used-shaker shot3 ingredient2 shaker1 left l1 l2
574:pour-shot-to-used-shaker shot3 ingredient2 shaker1 right l0 l1
575:pour-shot-to-used-shaker shot3 ingredient2 shaker1 right l1 l2
576:pour-shot-to-used-shaker shot3 ingredient3 shaker1 left l0 l1
577:pour-shot-to-used-shaker shot3 ingredient3 shaker1 left l1 l2
578:pour-shot-to-used-shaker shot3 ingredient3 shaker1 right l0 l1
579:pour-shot-to-used-shaker shot3 ingredient3 shaker1 right l1 l2
580:pour-shot-to-used-shaker shot3 ingredient4 shaker1 left l0 l1
581:pour-shot-to-used-shaker shot3 ingredient4 shaker1 left l1 l2
582:pour-shot-to-used-shaker shot3 ingredient4 shaker1 right l0 l1
583:pour-shot-to-used-shaker shot3 ingredient4 shaker1 right l1 l2
584:pour-shot-to-used-shaker shot4 ingredient1 shaker1 left l0 l1
585:pour-shot-to-used-shaker shot4 ingredient1 shaker1 left l1 l2
586:pour-shot-to-used-shaker shot4 ingredient1 shaker1 right l0 l1
587:pour-shot-to-used-shaker shot4 ingredient1 shaker1 right l1 l2
588:pour-shot-to-used-shaker shot4 ingredient2 shaker1 left l0 l1
589:pour-shot-to-used-shaker shot4 ingredient2 shaker1 left l1 l2
590:pour-shot-to-used-shaker shot4 ingredient2 shaker1 right l0 l1
591:pour-shot-to-used-shaker shot4 ingredient2 shaker1 right l1 l2
592:pour-shot-to-used-shaker shot4 ingredient3 shaker1 left l0 l1
593:pour-shot-to-used-shaker shot4 ingredient3 shaker1 left l1 l2
594:pour-shot-to-used-shaker shot4 ingredient3 shaker1 right l0 l1
595:pour-shot-to-used-shaker shot4 ingredient3 shaker1 right l1 l2
596:pour-shot-to-used-shaker shot4 ingredient4 shaker1 left l0 l1
597:pour-shot-to-used-shaker shot4 ingredient4 shaker1 left l1 l2
598:pour-shot-to-used-shaker shot4 ingredient4 shaker1 right l0 l1
599:pour-shot-to-used-shaker shot4 ingredient4 shaker1 right l1 l2
600:pour-shot-to-used-shaker shot5 ingredient1 shaker1 left l0 l1
601:pour-shot-to-used-shaker shot5 ingredient1 shaker1 left l1 l2
602:pour-shot-to-used-shaker shot5 ingredient1 shaker1 right l0 l1
603:pour-shot-to-used-shaker shot5 ingredient1 shaker1 right l1 l2
604:pour-shot-to-used-shaker shot5 ingredient2 shaker1 left l0 l1
605:pour-shot-to-used-shaker shot5 ingredient2 shaker1 left l1 l2
606:pour-shot-to-used-shaker shot5 ingredient2 shaker1 right l0 l1
607:pour-shot-to-used-shaker shot5 ingredient2 shaker1 right l1 l2
608:pour-shot-to-used-shaker shot5 ingredient3 shaker1 left l0 l1
609:pour-shot-to-used-shaker shot5 ingredient3 shaker1 left l1 l2
610:pour-shot-to-used-shaker shot5 ingredient3 shaker1 right l0 l1
611:pour-shot-to-used-shaker shot5 ingredient3 shaker1 right l1 l2
612:pour-shot-to-used-shaker shot5 ingredient4 shaker1 left l0 l1
613:pour-shot-to-used-shaker shot5 ingredient4 shaker1 left l1 l2
614:pour-shot-to-used-shaker shot5 ingredient4 shaker1 right l0 l1
615:pour-shot-to-used-shaker shot5 ingredient4 shaker1 right l1 l2
616:refill-shot shot1 ingredient1 left right dispenser1
617:refill-shot shot1 ingredient1 right left dispenser1
618:refill-shot shot1 ingredient2 left right dispenser2
619:refill-shot shot1 ingredient2 right left dispenser2
620:refill-shot shot1 ingredient3 left right dispenser3
621:refill-shot shot1 ingredient3 right left dispenser3
622:refill-shot shot1 ingredient4 left right dispenser4
623:refill-shot shot1 ingredient4 right left dispenser4
624:refill-shot shot2 ingredient1 left right dispenser1
625:refill-shot shot2 ingredient1 right left dispenser1
626:refill-shot shot2 ingredient2 left right dispenser2
627:refill-shot shot2 ingredient2 right left dispenser2
628:refill-shot shot2 ingredient3 left right dispenser3
629:refill-shot shot2 ingredient3 right left dispenser3
630:refill-shot shot2 ingredient4 left right dispenser4
631:refill-shot shot2 ingredient4 right left dispenser4
632:refill-shot shot3 ingredient1 left right dispenser1
633:refill-shot shot3 ingredient1 right left dispenser1
634:refill-shot shot3 ingredient2 left right dispenser2
635:refill-shot shot3 ingredient2 right left dispenser2
636:refill-shot shot3 ingredient3 left right dispenser3
637:refill-shot shot3 ingredient3 right left dispenser3
638:refill-shot shot3 ingredient4 left right dispenser4
639:refill-shot shot3 ingredient4 right left dispenser4
640:refill-shot shot4 ingredient1 left right dispenser1
641:refill-shot shot4 ingredient1 right left dispenser1
642:refill-shot shot4 ingredient2 left right dispenser2
643:refill-shot shot4 ingredient2 right left dispenser2
644:refill-shot shot4 ingredient3 left right dispenser3
645:refill-shot shot4 ingredient3 right left dispenser3
646:refill-shot shot4 ingredient4 left right dispenser4
647:refill-shot shot4 ingredient4 right left dispenser4
648:refill-shot shot5 ingredient1 left right dispenser1
649:refill-shot shot5 ingredient1 right left dispenser1
650:refill-shot shot5 ingredient2 left right dispenser2
651:refill-shot shot5 ingredient2 right left dispenser2
652:refill-shot shot5 ingredient3 left right dispenser3
653:refill-shot shot5 ingredient3 right left dispenser3
654:refill-shot shot5 ingredient4 left right dispenser4
655:refill-shot shot5 ingredient4 right left dispenser4
656:shake cocktail1 ingredient4 ingredient1 shaker1 left right
657:shake cocktail1 ingredient4 ingredient1 shaker1 right left
658:shake cocktail2 ingredient1 ingredient3 shaker1 left right
659:shake cocktail2 ingredient1 ingredient3 shaker1 right left
660:shake cocktail3 ingredient1 ingredient4 shaker1 left right
661:shake cocktail3 ingredient1 ingredient4 shaker1 right left
662:shake cocktail4 ingredient1 ingredient3 shaker1 left right
663:shake cocktail4 ingredient1 ingredient3 shaker1 right left
664:shake cocktail5 ingredient4 ingredient2 shaker1 left right
665:shake cocktail5 ingredient4 ingredient2 shaker1 right left
